symbol	factor	F1_Liver	F2	F3_Exocrine	F4_CellCycle	F5_ActivatedStroma	F6_BasalLike	F7_Immune	F8_Classical	F9_Lung	F10	F11_Muscle	F12_Endocrine	F13_NormalStroma	F14
ACTA2	5	0.4635	0.8677	0.5854	0	3.7485	0.5391	1.6629	1.9076	1.1665	0.6278	2.7069	1.0178	3.2861	0.7231
ACTB	14	1.3276	1.1998	0.7535	1.7064	2.4714	1.4384	1.7413	1.6265	1.5944	2.0194	1.4658	1.865	1.5942	2.7158
ACTBL2	13	0.21	1.6669	0.2682	0.6938	1.1732	0.5879	0.5933	1.2133	0.5765	0.1292	0.6367	0.1423	2.312	1.5041
ACTC1	11	0.4276	1.4364	0.2579	0.3178	0.7256	0.2846	0.5479	0.7934	0.2451	0.4775	3.6234	0.3929	1.7723	1.6013
ACTG1	4	1.3133	1.7788	1.3355	2.3152	2.1436	1.8054	1.5027	1.6979	1.557	1.3236	1.436	1.8067	1.7122	2.0784
ACTG2	13	0	1.043	0.3575	0	2.6191	0.3383	1.2204	1.3044	1.3573	0.8957	0.8635	0	5.1394	0.7553
ACTL6A	4	0.7254	1.2097	0.8571	1.6624	0.9147	1.4472	0.9471	1.1891	0.9942	0.8931	0.9224	0.8841	0.9521	1.4884
ACTL6B	2	0.3892	1.6896	0.4563	0	0	0.1379	0	0.371	0.0616	0.3377	0.1034	0.2964	0.073	0.4232
ACTL7A	14	0.3494	0.7912	0	0	0.2605	0.033	0.1574	0.4584	0.0967	0.3109	0.3234	0.4441	0.2196	1.1189
ACTL7B	14	0.2282	0.2224	0.3123	0.1075	0	0.1913	0.1331	0.0621	0.2242	0.2867	0.4706	0	0.1111	0.4992
ACTL8	2	0.2992	0.6244	0.1041	0.2901	0	0.1915	0.1527	0.1723	0.1389	0.5724	0.2572	0	0.0648	0.1229
ACTN1	5	0.8263	2.0271	0.4013	1.0485	2.1313	0.9521	0.5689	0.9646	0.8554	1.1613	0.742	1.1457	1.4375	1.0719
ACTN2	11	0.004	0	0.5179	0	0	0	0	0	0.4414	0.1499	4.3708	0	0.5652	0
ACTN3	11	0.0161	0.5455	0	0.1995	0.6067	0.1127	0	0.24	0.0196	0	1.7082	0.0792	0.2325	0.1672
ACTN4	2	0.2858	1.3238	0.2679	0.7555	0.7207	1.0167	0.3453	0.9273	0.6471	0.6436	0.3734	0.6916	0.6232	0.4995
ACTR10	4	0.868	0.6675	1.2691	1.9023	1.2259	1.2287	1.0816	0.9212	1.247	0.1055	1.5728	1.2022	1.4718	0.8994
ACTR1A	11	0.4842	1.0227	0.5207	1.0416	0.9596	0.5825	0.5258	0.6043	0.8443	0.3868	1.2845	0.6852	0.8175	1.0501
ACTR1B	3	0.7059	0.7326	1.1177	0.8291	0.4796	0.7448	0.8783	1.0128	0.893	0.6881	0.9693	0.6856	0.6772	0.9547
ACTR2	4	0.5326	0.7596	0.4294	1.2355	1.0133	0.7929	0.7578	0.7635	0.5748	0.781	0.5531	0.4173	0.5489	0
ACTR3	4	0.6997	1.2153	0.8053	1.701	1.4273	1.4076	1.4544	1.2223	1.0512	0.7392	1.1273	0.6941	0.8948	1.1088
ACTR3B	3	0.8753	0.1926	1.1013	1.0995	0.1961	0.5669	0.4224	0.3944	0.6483	0.3802	0.8337	0.9211	0.5325	0.3766
ACTR5	10	0.2673	0.4573	0.4914	0.7765	0.2096	0.6862	0.7061	0.4288	0.4433	0.7952	0.6223	0.2374	0.3406	0.4524
ACTR6	4	0.9391	0.6474	0.9019	1.5011	0.6408	1.0564	1.131	0.6796	1.0458	0.1924	1.162	0.8748	1.3052	0.552
ACTR8	4	0.4095	0.1675	0.5308	0.9371	0.7997	0.5509	0.5527	0.3666	0.4507	0.3453	0.667	0.5743	0.6615	0.6668
ACTRT1	11	0	0.2544	0	0	0.0698	0.0009	0	0.1117	0.0268	0	1.3188	0.0057	0.2166	0.0371
ACTRT2	14	0.2665	0.6453	0.3154	0.0302	0.0283	0.1391	0.2206	0.1953	0.2368	0.3651	0.2594	0.1274	0.0081	0.7293
ACVR1	5	0.4666	0.2275	0.3405	1.0318	1.5263	0.9578	0.3263	0.9354	0.6156	0	0.6678	1.1289	0.9077	0.4142
ACVR1B	2	0.5078	1.2034	0.3755	0.0675	0.1663	0.1764	0.144	0.4459	0.2926	0.6353	0.3412	0.2023	0.1824	1.1992
ACVR1C	12	0.4407	0.1945	0.3595	0.3874	0	0.383	0.3333	0.1173	0	0.4188	0.3318	0.7238	0.446	0.1072
ACVR2A	4	0.2112	0	0.4266	0.8561	0.7249	0.4122	0.1133	0.5601	0.0875	0	0.3429	0.6432	0.5694	0
ACVR2B	10	0.6742	0.9706	0.7159	0.3648	0.0122	0.7604	0.4551	0.4956	0.6132	1.4108	0.6464	0.5932	0.6114	0.9459
ACVRL1	9	0.3541	0.7338	0.3223	0	1.144	0	0.9005	0.3262	1.793	0.8524	0.5849	0.6471	1.1546	0.4748
ACY1	2	1.5759	1.8498	0.6185	0.9652	0.4421	0.7369	0.4196	1.717	0.5336	1.2384	0.6524	0.3978	0.5332	0.8924
ACY3	8	0.4708	0.3566	0.5474	0.3071	0.1735	0.0471	0.159	0.9306	0.1899	0.0144	0.2	0.1449	0.1023	0.499
ACYP1	6	0.482	1.0455	1.0172	1.3685	0.3315	1.4415	1.2579	0.7807	1.1605	1.0063	1.3327	0.9482	0.7855	0.0317
ACYP2	11	0.9422	0.3848	0.9888	0.8602	0.1028	0.659	0.7443	0.3008	0.7854	0.3986	1.6615	0.8987	0.6992	0.6347
ADA	7	0.8763	1.0175	0.9384	1.2646	1.0583	1.0635	1.837	0.6773	0.7683	1.5161	0.9833	0.2608	1.114	1.5477
ADAD1	10	0.193	0.064	0.1774	0.1913	0.1215	0.232	0.2857	0.1732	0.021	0.5473	0.094	0.0673	0.0799	0.5099
ADAD2	2	0.492	1.1471	0.1073	0.0208	0.024	0.3951	0.7682	0.1114	0.3642	1.1085	0.2793	0.4153	0.4647	0.7116
ADAL	4	0.4558	0.261	0.4116	0.7515	0.2717	0.2213	0.1646	0.0949	0.1467	0.6662	0.605	0.3426	0.4802	0.2559
ADAM10	5	0.4234	0.3629	0.2846	1.2337	1.3733	1.0317	0.3376	0.7985	0.5901	0	0.4451	0.7117	0.2767	0.4999
ADAM11	4	0.1737	0.1442	0.1289	0.3251	0.143	0.2217	0.2623	0.0802	0.1228	0.3222	0.1991	0.1135	0.1564	0.2731
ADAM12	5	0.0943	0.2525	0.6587	0.1932	1.3112	0.2772	0.1868	0	0	0.0702	0.1757	0	0.3473	0.7134
ADAM15	2	0.2561	1.039	0.2854	0.5742	0.4919	0.5009	0.2419	0.7012	0.6502	0.3488	0.5242	0.1784	0.573	0.6384
ADAM17	14	0.5679	0.6548	0.319	0.7964	1.2128	1.1407	0.8405	0.4909	1.1307	1.4758	0.8685	0.8174	0.7971	1.585
ADAM18	14	0.0917	0.1554	0	0.0701	0	0	0.017	0.0857	0.0499	0.0685	0.126	0.0393	0.0028	0.2538
ADAM19	5	0.3765	0.8315	0	0.3349	0.9674	0.7337	0.9346	0.2563	0.2553	0.7286	0.3279	0.0615	0.3526	0.9178
ADAM2	2	0.0514	0.1236	0.0497	0.0407	0	0.0243	0.0062	0.1081	0	0.093	0.0437	0.0026	0.08	0.0502
ADAM20	10	0.2976	0.1985	0	0.0802	0.0749	0.2602	0.132	0.0361	0.0609	0.9703	0	0.1629	0.129	0
ADAM21	14	0.2278	0.7204	0	0	0.4121	0.1206	0.0644	0.5867	0.358	0	0.3573	0.5974	0	1.7237
ADAM22	5	0.0681	0.0544	0.005	0.4101	0.5939	0.1312	0.2108	0.0157	0.0227	0.163	0.1237	0.2703	0.2071	0.2177
ADAM23	13	0.1251	0.0205	0.3594	0.5991	0.7356	0.4078	0.3944	0.2558	0.1659	0.1558	0.5963	0.6245	0.9533	0.2495
ADAM28	8	0	0	0.4837	0.0483	0.712	1.0906	1.2121	1.6153	0	0.1567	0	0.8655	0	0
ADAM29	14	0.2257	0.1161	0.2312	0.22	0.0916	0.0974	0.0979	0.1493	0.125	0.167	0.1141	0.061	0.0671	0.4364
ADAM30	2	0.0775	0.2091	0.0186	0.0583	0	0.0762	0.052	0.0168	0.0096	0.0967	0.0654	0	0.0533	0.0245
ADAM32	3	0.0198	0	0.5552	0.3242	0.057	0.2443	0.0785	0.0616	0.036	0.078	0.1021	0	0.3002	0
ADAM33	14	0.301	0.8813	0.3101	0.0811	0.3516	0.2375	0.6321	0.3699	0.4985	0.5294	0.4585	0.6618	0.6136	1.5721
ADAM5P	2	0.0479	0.1745	0.037	0.1177	0.0699	0.0635	0.0017	0.0547	0.0135	0.1507	0.1278	0	0.0127	0
ADAM6	14	0.1328	0.4838	0.1038	0.0817	0	0.1174	0.0991	0.1503	0.1184	0.4212	0.1102	0.0678	0.0454	0.6252
ADAM7	14	0.3134	0.2735	0.2311	0.2315	0.4444	0.3164	0.2306	0.5271	0.3303	0.4177	0.295	0.3642	0.2711	1.6413
ADAM8	6	0.7549	0.7411	0.5051	1.2357	2.099	3.3566	2.4411	2.0546	1.5753	1.8169	0.2048	0.7779	0	0
ADAM9	6	0.3313	0.2423	0.3905	1.2291	1.1458	1.5799	0.4181	0.8557	0.8457	0.1367	0.6944	0.491	0.4016	0.1605
ADAMDEC1	7	0.2162	0.1854	0.1275	0	0.891	0.0664	2.7001	0.8662	0	0.026	0.1114	0	0.0499	0
ADAMTS1	13	0.7671	0	0.6084	0.5306	1.3634	0.2225	0.7594	0	0.9547	0.6227	1.1899	0.7171	2.795	0.0097
ADAMTS10	2	0.2942	0.5808	0.1784	0	0.0923	0.1984	0.298	0.0748	0.1721	0.5157	0.316	0.3341	0.2108	0.3155
ADAMTS12	5	0.1251	0.1175	0.0072	0.2476	0.8503	0.2312	0.0661	0	0.205	0.1	0.056	0.1272	0.4372	0
ADAMTS13	1	0.952	0.7077	0.4431	0.1554	0	0.4228	0.4566	0.2859	0.2507	0.9422	0.3069	0.4278	0.2394	0.8379
ADAMTS14	10	0.2136	0.2243	0.3904	0.3131	0.8767	0.5681	0.3613	0.353	0.1678	0.987	0.3222	0.034	0.2075	0.5549
ADAMTS15	14	0.252	0.5761	0.112	0.1371	0.0633	0.1231	0.1454	0.2265	0.177	0.4242	0.2552	0.1233	0.1227	0.6125
ADAMTS16	5	0.0562	0.3364	0.4959	0.2476	0.6721	0.0379	0	0.0412	0	0.1734	0.2161	0.0522	0.3199	0.5677
ADAMTS17	14	0.1318	0.2965	0.2191	0.0627	0	0.0719	0.1097	0.0729	0.0724	0.1792	0.1614	0	0.0513	0.3043
ADAMTS18	13	0.1068	0	0	0.172	0.4217	0.1225	0.1763	0.0188	0	0.3279	0.1314	0.1329	0.6686	0.229
ADAMTS19	14	0.1326	0.0286	0.1219	0.1774	0.1062	0.2234	0.0582	0.1174	0.0749	0.2182	0.2134	0.0735	0.1865	0.4136
ADAMTS2	2	0.4295	0.8884	0.2243	0.1085	0.6889	0.1115	0.2715	0.3957	0.4742	0.3042	0.3429	0.4105	0.2744	0.5505
ADAMTS20	4	0.0647	0.0763	0.0658	0.1028	0	0.0717	0.1016	0.0812	0.0636	0.027	0.096	0	0.1023	0.0686
ADAMTS3	13	0.1386	0.1244	0.1561	0.2139	0.3163	0.0154	0.3065	0	0.1905	0.0021	0.2415	0.1042	0.4934	0.0838
ADAMTS4	5	0.8064	0.5078	0.477	0.0387	1.8439	0.1059	0.7569	0.2278	0.3927	0.8946	0.8403	0.3586	1.326	1.1574
ADAMTS5	13	0.6178	0.7272	0.3879	0	1.9593	0	1.0353	0.0495	0.4841	1.1812	0.8497	0.518	2.0018	0.825
ADAMTS6	5	0	0	0	0.5911	0.6678	0.0625	0.1446	0	0.0246	0.3938	0.1693	0	0.0182	0.0468
ADAMTS7	2	0.483	2.292	0.43	0.1258	0.0585	0.3355	0.484	0.4237	0.3185	0.4495	0.4081	0.2725	0.2815	0.8729
ADAMTS8	9	0	0	0.2232	0.2553	0.3157	0	0.0254	0.0965	1.0818	0	0.0399	0.3527	0.7728	0
ADAMTS9	13	0.2823	0.0491	0.4955	0.0287	0.7439	0.296	0.6076	0.4113	0.2505	0.6963	0.5768	0.096	1.3352	0.2006
ADAMTSL1	10	0.2323	0.5281	0.1239	0.2703	0.4249	0.1591	0.2607	0.0407	0.1114	0.6724	0.1888	0.2404	0.4957	0.5348
ADAMTSL2	12	1.2656	0.6622	0.0053	0	0.9208	0.1356	0.5634	0.3104	0.8826	0.4337	0.136	2.2011	0.213	0
ADAMTSL3	13	0.7685	0.3027	0.7806	0.0897	0.4363	0	0.2269	0	0.6827	0.1195	0.2193	0.6865	1.2751	0
ADAMTSL4	10	0.4267	0.6232	0.117	0.0963	0.3446	0.3789	0.2831	0.2684	0.564	0.8552	0.4189	0.2397	0.1863	0.5774
ADAMTSL5	14	0.2672	0.7451	0.3369	0.1638	0.0399	0.2862	0.1578	0.3855	0.1646	0.7089	0.3951	0.1002	0.0979	1.0147
ADAP1	8	0.0723	0.4363	0.0199	0.3096	0.1509	0.5216	0.0289	1.1381	0.2083	0.3568	0.1728	0.1477	0.0329	0.1998
ADAP2	5	1.3485	0.6533	0.6548	0.0651	2.1448	0.1144	1.8339	0.1609	1.3545	1.5445	0.6205	0.7927	0.853	0.5846
ADAR	2	0.6048	0.9894	0.4224	0.7589	0.6793	0.7053	0.8527	0.85	0.7234	0.6475	0.4782	0.798	0.4924	0.8019
ADARB1	13	0.2291	0.4028	0.1507	0.371	0.3399	0.126	0.3922	0	0.5676	0.5956	0.3294	0.0979	0.7574	0.0345
ADARB2	3	0.1638	0.352	1.6377	0	0	0	0	0	0.244	0.4778	0.1594	1.0183	0.3153	0.4068
ADAT1	4	0.1144	0.3321	0.296	0.855	0.5395	0.4664	0.4688	0.3485	0.4029	0	0.3216	0.4885	0.1354	0
ADAT2	4	0.2471	0	0.8787	1.227	0.242	0.7162	0.6801	0.0149	0.2406	0.8347	0.3862	0.0175	0.3647	0.3909
ADAT3	2	0.347	0.889	0.1869	0.2204	0.1318	0.1738	0.2268	0.4481	0.2434	0.5105	0.3849	0.3107	0.2947	0.7035
ADC	5	0.1174	0.558	0.1928	0.4699	1.0845	0.3329	0.2871	0.1958	0.302	0.4325	0.4621	0.7595	0.2099	0.328
ADCK1	4	0.1508	0.3937	0.3249	0.4993	0.2286	0.1473	0.1511	0.2163	0.199	0.1447	0.2353	0.266	0.0969	0
ADCK2	2	0.4525	0.8662	0.4341	0.7327	0.5354	0.4588	0.4184	0.5245	0.5079	0.4799	0.6673	0.6563	0.4095	0.5672
ADCK4	4	0.208	0.3034	0.2081	0.3262	0.0756	0.2399	0.1947	0.1713	0.2423	0.2073	0.1806	0.1491	0.0801	0.0014
ADCK5	10	0.4395	0.6783	0.6257	0.6381	0.0913	0.9565	0.9744	1.2521	0.5627	1.2887	0.4433	0.1659	0.347	0.4847
ADCY1	10	0.5766	0.2766	0.42	0.1429	0	0.0961	0.2509	0.0731	0.042	0.796	0.2999	0.3706	0.556	0.4337
ADCY10	10	0.2684	0.3022	0.0402	0.1233	0.0988	0.0452	0.0052	0.1508	0.0699	0.3073	0.1374	0.1122	0.0658	0.2203
ADCY2	11	0.0264	0.0586	0.0878	0.1014	0.262	0.1013	0.0145	0.0814	0.1491	0.0516	1.068	0.4055	0.2653	0.0622
ADCY3	13	0.5392	1.0682	0.7279	1.4403	1.3864	0.7206	1.4282	0.5454	1.121	1.7275	1.0652	1.3883	1.9415	1.2176
ADCY4	7	0.3572	0.0079	0.6146	0	0.8615	0.3024	2.0262	0.7132	1.7473	1.6068	0.6293	0.633	1.8311	0.2113
ADCY5	12	0.0774	0.3333	0.219	0.0927	0.1274	0.0184	0.1308	0.0871	0.1796	0.0236	0.1434	0.4048	0.3958	0.0697
ADCY6	13	0.3089	0.0167	0.6863	0.6566	0.3414	0.7243	0.3982	0.8311	0.5479	0.5041	0.4367	0.6505	0.8358	0.0036
ADCY7	7	0.3848	0.455	0.1611	0.7416	1.0902	0.773	1.2471	0.1806	0.7536	1.0385	0.3396	0.3899	0	0.4178
ADCY8	11	0.1254	0.0405	0.0656	0.1374	0.0988	0.1641	0.0158	0.1142	0.0654	0.1034	0.3903	0.1795	0.0314	0.1208
ADCY9	11	0.824	0.3547	0.7709	0.4938	0.351	0.1781	0.0299	0.3738	0.6747	0.6399	1.041	0.6434	0.7611	0.3958
ADCYAP1	12	0	0.1243	0.6416	0.1124	0.1089	0	0.2882	0	0	0.0412	0.1	3.237	0.8594	0.207
ADCYAP1R1	3	0.2786	0.8042	2.1914	0.1201	0	0.166	0.1441	0.0735	0.2494	0.2383	0.5048	0	0.1278	1.5144
ADD1	2	0.4054	1.059	0.3422	0.3543	0.3565	0.5169	0.5976	0.5585	0.568	0.8006	0.5928	0.5754	0.6959	0.5611
ADD2	10	0.1233	0.2032	0.1958	0.2038	0.1241	0.1524	0.2161	0.0735	0.0507	0.286	0.1746	0	0.1841	0.2798
ADD3	13	0.6333	0.2603	1.4601	1.1799	0.825	1.2218	1.3688	1.7312	0.8059	0.1498	0.7616	0.8859	1.8018	0.616
ADFP	11	2.0583	0.6573	0.0582	0.5041	1.3692	0.9224	1.0445	0.0728	1.305	0.5519	2.1443	0	1.5485	1.4003
ADH1A	13	2.4492	0.1251	0.6702	0	0	0	1.3686	0.567	1.7839	0	0.7217	1.4438	2.7041	0.4324
ADH1C	13	2.523	0.8702	0.8469	0	0	0	1.4205	1.2168	1.8776	0	0.7858	1.6856	2.5972	0.5715
ADH4	1	2.4869	0	0	0.2161	0	0	0.1043	0.6898	0	0	0.0722	0	0.6587	0
ADH5	13	0.7932	0.5278	0.7694	1.3629	0.9004	0.8755	0.655	0.6368	0.8357	0	0.9687	0.9922	1.5791	0.7146
ADH5P4	4	0.7835	0.7081	0.9202	1.5137	0.9542	0.8957	0.6597	0.5614	0.7907	0	1.0849	0.6956	1.1663	0.7935
ADH6	1	0.8565	0	0.0775	0.1787	0	0	0.0674	0.4414	0.0657	0	0.1018	0.1629	0.126	0.0865
ADH7	6	0.0511	0	0.0001	0.1367	0	0.3877	0.0433	0	0.0858	0	0.0434	0	0.0403	0.0003
ADHFE1	1	1.4945	0	1.1827	0.2914	0	0.2335	0.5397	0.246	0.5872	0.3247	0.9366	0.362	0.8622	0.5312
ADI1	1	1.9585	0.4781	0.8393	1.3371	0.7079	0.6152	0.6674	1.2059	0.8968	0.1753	1.1447	1.0494	1.1574	1.0401
ADIG	14	0.0673	0.1127	0.0057	0.0795	0.0864	0.0701	0.1088	0.1145	0.101	0.0977	0.1173	0.0718	0.075	0.2866
ADIPOQ	13	0.1113	0.5765	0.108	0.1154	0.6158	0.0371	0.0943	0	0	0.1272	0.1399	0	0.7807	0.5913
ADIPOR1	14	0.8797	1.2176	0.7046	0.9164	0.7266	1.186	0.7697	1.033	1.1382	0.4416	1.1444	0.7393	0.783	1.3116
ADIPOR2	14	0.7564	0.9737	0.4943	0.9611	0.4464	0.7221	0.4553	0.8466	0.9033	0.4965	0.6829	0.5104	0.7789	1.0028
ADK	4	1.4569	0.3638	0.8336	1.8297	0.7598	1.341	0.5182	0.1482	0.9176	0.3232	0.9804	0.8531	0.8535	1.7444
ADM	6	2.1642	0.6288	0.3919	1.3606	1.8775	2.2703	1.3028	0.6068	1.7429	2.0817	2.1307	0.0914	1.611	1.4176
ADM2	3	0.2089	0.2382	0.5088	0.2313	0.0969	0.2343	0.0648	0.2794	0.0683	0.0439	0.2031	0	0.1101	0.2691
ADNP	4	0.6056	0.5998	0.9008	1.2737	0.7365	1.1	0.9818	0.8929	0.7826	0.4733	0.8248	1.0185	0.9147	0.9939
ADNP2	4	0.469	0.4316	0.7023	1.2107	0.706	0.5786	0.5442	0.3117	0.5648	0.2798	0.4716	0.5607	0.6268	0.3354
ADO	4	0.1981	0	0.5365	0.9964	0.781	0.5231	0.4057	0.3711	0.2335	0	0.6804	0.6399	0.523	0
ADORA1	12	0.1383	0.344	0.9606	0.0833	0.3747	0.2317	0.0968	0.1379	0.3127	0.1672	0.6902	1.0502	0	0.2651
ADORA2A	7	0.7012	0.7674	0.3605	0.2627	0.1848	0.1252	1.044	0.1336	1.0203	0.4142	0.3659	0.5439	0.2167	0.8494
ADORA2B	6	0.0836	0.1847	0.2672	1.3943	0.7761	2.2256	0	0.4945	0.6446	0.6338	0.1899	0.2595	0	0.6757
ADORA3	5	0.9129	0.2232	0.0519	0.0854	1.0635	0	0.5801	0.0285	0.6199	0.1521	0.6439	0.0505	0.2563	0.0057
ADPGK	4	0.4466	0.3738	0.7347	1.0821	0.8985	0.7697	1.0731	0.4735	0.78	0.5399	0.3747	0.4565	0.4756	0.807
ADPRH	11	0.1027	0	0.1445	0.2225	0.2912	0	0.3054	0.0563	0.2987	0.1659	0.6752	0.0483	0.1656	0
ADPRHL1	11	0.2237	0	0.9932	0.4573	0.1539	0.6933	0	0.5162	0.2124	0.3935	2.6772	0.3248	0.0109	0.8408
ADPRHL2	14	0.4165	0.7566	0.6169	0.7923	0.6888	0.6205	0.5416	0.691	0.7462	0.3148	0.9441	0.5511	0.4479	1.1305
ADRA1A	1	0.2913	0.0863	0.0774	0.157	0.0401	0.1031	0.1417	0.1216	0.1806	0.0799	0.2587	0	0.1361	0.1887
ADRA1B	1	1.2434	0.626	0	0.281	0	0.841	0.5278	0	0.833	0.453	0.1926	0.0217	0.7506	0.4486
ADRA1D	14	0.5733	1.0683	0.9438	0.1934	0.3745	0.5986	0.3588	0.547	0.5817	0.8466	0.5899	0.2623	0.6215	2.3248
ADRA2A	12	0.0843	0	1.8421	0	1.1844	0	1.3727	1.8763	0.0867	0.622	0.3503	1.9114	1.0052	1.1508
ADRA2B	1	0.9907	0.1695	0	0.0248	0	0.1406	0.2872	0	0	0.5111	0.5428	0.0763	0.7839	0.1923
ADRA2C	10	0.3488	1.1184	1.192	0.6361	0.4005	0.3634	1.1569	0.4077	1.0735	1.7949	1.0724	1.7739	1.7694	0.9646
ADRB1	9	0.137	0.1018	0	0.1428	0	0.0976	0	0.0659	0.622	0.3812	0.0164	0	0.0857	0
ADRB2	13	0.5701	0.6985	0.1541	1.2481	0.0996	0.5687	1.0349	0	1.373	0.0347	1.0405	0.447	1.7988	0.4087
ADRB3	14	0.2974	0.5577	0.1761	0.1043	0.0649	0.1979	0.1868	0.3777	0.2831	0.3862	0.3372	0.2112	0.2302	1.0352
ADRBK1	8	0.345	0.8118	0.3094	0.4431	0.3832	0.5992	0.8498	0.8928	0.4311	0.5756	0.4762	0.322	0.1597	0.7065
ADRBK2	12	0.406	0.2916	0.3517	0.461	0.5552	0.1696	0.8214	0.1357	0.5968	0.4594	0.1863	1.0322	0.137	0.2515
ADRM1	2	0.5921	1.7566	0.5868	1.0359	0.6271	0.8457	0.467	0.9137	0.6661	0.5683	1.2269	0.5797	0.4022	1.017
ADSL	11	0.4911	0.6492	1.0579	1.6	0.6709	0.9822	0.8585	0.3136	0.6314	0.0792	1.6607	0.5544	0.7944	0.6918
ADSS	6	0.6008	0.5281	0.6927	1.2865	1.1151	1.3064	0.7105	0.9185	0.6674	0.5059	0.4938	0.3363	0.8814	0.5565
ADSSL1	1	2.029	0.2576	0.8323	0.4836	0.4825	1.0943	0.314	0.2791	0.8904	1.053	2.0286	0.6458	0.9863	0.8279
AEBP1	5	0.5658	1.1463	0.3967	0.0592	3.0771	0.5854	1.0833	0.8596	0.8089	0.6113	0.8295	1.2662	1.5485	0.6839
AEBP2	4	0.4045	0.4859	0.479	1.102	0.6318	0.8829	0.6552	0.2832	0.5437	0.5253	0.6991	0.7581	0.7719	0.9003
AEN	14	0.3387	0.417	0.3529	0.8139	0.4924	0.239	0.4927	0.423	0.3106	0.3669	0.7502	0.7896	0.2929	0.9618
AES	12	0.6898	1.0651	0.9467	0.8656	0.3632	0.8419	1.1084	0.9919	1.0917	0.9737	1.1144	1.2177	0.9801	0.9804
AFAP1	5	0	0.2192	0.0129	0.4885	1.3818	0.8977	0.269	0.4446	0.2375	0.0388	0.3409	0.7285	0.9434	0.1552
AFAP1L1	9	0.4901	0.6381	0	0.231	0.5059	0.3145	0.5405	0	0.7888	0.3413	0.7706	0.1551	0.7428	0.5869
AFAP1L2	6	0	0.3191	0.3732	0.3673	0.3623	1.1062	0.6454	0.7786	0.2215	0.3821	0.1787	0.233	0.6873	0.3232
AFARP1	2	0.936	1.1386	1.0059	0.7159	0.343	0.2966	0.1491	0.9948	0.4404	0.0339	0.592	0.3496	0.6227	0.6469
AFF1	11	0.4509	0.2722	0.5778	0.3641	0.525	0.3839	0.472	0.4604	0.4994	0.4926	0.7559	0.4313	0.6032	0.5708
AFF2	9	0.0455	0	0	0.2181	0.2528	0.0634	0.0967	0.1408	0.3328	0.0422	0.1104	0.1867	0.2257	0.2248
AFF3	10	0.2728	0.298	0.1558	0.1244	0.0164	0.2348	0.2982	0.1155	0.0788	0.9435	0.147	0.0885	0.3502	0.5866
AFF4	10	0.3628	0.354	0.3984	0.6064	0.4784	0.5301	0.3617	0.3539	0.3024	0.6862	0.391	0.2418	0.3712	0.0623
AFG3L1	7	0.3087	0.5522	0.7329	1.0172	0.2783	0.7873	1.3944	0.7161	0.8114	1.3098	0.5689	0.7467	0.2736	0.0495
AFG3L2	11	0.5147	0.2912	0.5814	1.0302	0.7462	0.3994	0.3656	0.8152	0.428	0	1.2471	0.7273	0.3478	0.5519
AFM	1	2.3763	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	14	0.7259	0.4629	0.6708	0.5259	0.2002	0.3766	0.204	0.3378	0.6804	0	0.5277	0.2712	0.4238	0.8493
AFP	10	0.5653	0.6506	0.8458	0.5865	0.1596	0.5905	0.348	0.4171	0.2219	0.971	0.6005	0.4376	0.463	0.8777
AFTPH	8	0.9141	0.8698	0.9995	0.8174	0.3541	1.0663	1.1564	1.3061	0.8999	1.177	0.6254	1.0844	0.8302	0.7745
AGA	4	1.0547	0.158	1.6056	1.6201	0.8494	0.6724	0.962	0.7251	0.7986	0	0.5436	0.9774	0.7767	0.8479
AGAP1	10	0.4813	0.5163	0.8707	1.0361	0.4774	0.8453	0.5347	0.8506	0.7401	1.453	0.736	0.8968	0.7739	0.4581
AGAP10	10	0.5054	0.2185	0.48	0.3902	0.129	0.4164	0.3853	0.3594	0.2926	1.4699	0.0799	0.292	0.1691	0
AGAP2	7	0.2431	0	0.0215	0	1.0182	0.4136	1.9966	0.5084	0.3856	1.5936	0.2434	0.6945	0.7337	1.1106
AGAP3	2	0.9288	2.1264	1.0548	0.9431	0.8246	0.9516	1.0811	1.0744	1.0795	1.3063	0.9115	0.9474	0.8493	0.6967
AGAP7	10	0.3685	0	0.9757	0.7064	0.1562	0.7403	0.8957	0.4447	0.3689	1.1333	0.3646	0.355	0.2605	0.0881
AGAP8	10	0.4367	0.4141	0.755	0.4959	0.1149	0.6363	0.8953	0.4002	0.4425	1.3564	0.375	0.3488	0.2263	0.2105
AGBL1	14	0.2087	0	0.0418	0.3316	0.098	0.2392	0.4033	0.4214	0.4589	0.3913	0.4464	0	0	0.7716
AGBL2	9	0.1143	0	0.6684	0.5389	0.1095	0.7155	0.4839	0.266	1.1008	0.0406	0.0202	0.2847	0.0799	0
AGBL3	2	0.506	1.1351	0.7204	0.0688	0	0.1302	0.1589	0.4014	0.225	0.3457	0.4142	0.2258	0.3763	0.9535
AGBL4	7	0.1277	0	0.1371	0.1371	0	0.0058	0.2645	0	0.1673	0.2506	0.0544	0.1515	0.0017	0.0897
AGBL5	14	0.4285	0.4313	0.7281	0.5823	0.1978	0.68	0.3016	0.3234	0.5565	0.9052	0.5403	0.4701	0.6116	1.1857
AGER	9	0.2077	0.6631	0.4025	0.2436	0	0.332	0.8398	0.5399	3.6544	0.8808	0.1285	0.3073	0.3689	0.6742
